providerName,contactInfo,address,region,province,city,remarks,providerCode
SAINT AGNES MEDICAL HEALTH SERVICES ( FORMERLY: ST. AGNES POLYCLINIC AND CENTER FOR DIABETES CARE),TEL.#: (047) 224-9101 CP: 0933-8770119 or 118  EMAIL: agnespadillasoriano@yahoo.com,"15 20TH ST. WEST BAJAC-BAJAC, OLONGAPO CITY, ZAMBALES",REGION III,ZAMBALES,OLONGAPO,,"

10317"
SAN ANDRES DIAGNOSTIC CENTER,MOBILE #: 0998-5479982; 0915-6966211,"OLONGDRIZ COR. ROSARIO ST. SOUTH POBLACION MASINLOC, ZAMBALES",REGION III,ZAMBALES,MASINLOC,,12939
STA. CRUZ MEDICAL & DIAGNOSTIC CENTER,TEL.#: (047) 831-2848 CP: 0945-582-6259 EMAIL: smdc_8888@yahoo.com,"#287 POBLACION SOUTH, STA. CRUZ, ZAMBALES",REGION III,ZAMBALES,SANTA CRUZ,,12566
THE MEDICAL CITY CLINICS - SM CITY OLONGAPO BRANCH, TEL.#: (02) 8396-9899 ; Loc. 6752 and 6753 Email: tmccsoolngapo@themedicalcity.com,"UNIT 310-315, 3/F SM CITY OLONGAPO CENTRAL, EAST TAPINAC, OLONGAPO CITY, ZAMBALES",REGION III,ZAMBALES,OLONGAPO,,14077
SUBIC FAMILY CARE AND DIAGNOSTIC CENTER (MONTEFALCON CLINIC),TEL.#: (047)232-3810 EMAIL: rizamd_1007@yahoo.com,"0229 RIZAL ST. BARACA, SUBIC ZAMBALES",REGION III,ZAMBALES,SUBIC,,"10860
"
TRIBOA MEDTECH INC.,TEL.#: (047) 252-8242 CP: 0927-8533814 EMAIL: triboa_medtech@yahoo.com,"2/F, TIMES SQUARE BLDG., STA. RITA ROAD, COR. RIZAL HIGHWAY, SBFZ, OLONGAPO CITY, ZAMBALES",REGION III,ZAMBALES,OLONGAPO,,11183
ACTIVE HEARING CENTER (EPHPHATHA INC.) -BATANGAS BRANCH,TEL.#: (043) 756-7119 ; CP: (0927) 138-1289 ,"ROBINSON'S PLACE MATAAS NA LUPA CITY LIPA, BATANGAS",REGION IV-A,BATANGAS,LIPA,,12792
BATANGAS CLINICAL LABORATORY,TEL.#: (043) 980-5076 ; (043) 722-2473 ,RAMOS BLDG D SILANG ST BATANGAS BATANGAS ,REGION IV-A,BATANGAS,BATANGAS CITY,,12959
BESTHEALTH MEDICAL & DIAGNOSTIC CORP.,TEL.# (043) 403-7952 ; (043) 756-2522 HMO LOC. 210 ,"#2 CLARO M. RECTO AVE. LIPA, BATANGAS",REGION IV-A,BATANGAS,LIPA,,10732
"BEYOND MEDICAL HUB (FORMERLY: BEYOND PHYSICAL REHAB AND DIAGNOSTIC CENTER, CORP.)","TEL.#: (043) 727-1280 CP#: 0917-5200653 ; 0998-9570487, Email : beyondmedicalhub@gmail.com","G/F EJ BLDG. DOÑA CONCHA PASTOR ROAD, PALLOCAN WEST, BATANGAS",REGION IV-A,BATANGAS,BATANGAS CITY,,12628
PRECISO MEDICAL OPC (FORMERLY: CHEDRICK LABORATORY AND DIAGNOSTIC CENTER),TEL.#: (043) 300-0387 CP.#: (0956) 328-7460 ; (0998) 905-5123,"M.H. DEL PILAR ST., BARANGAY 2 (POB.) 4200 BATANGAS CITY (CAPITAL) BATANGAS",REGION IV-A,BATANGAS,BATANGAS CITY,,14092
CURIS LABORATORY & DIAGNOSTIC CENTER,TEL.#: (043) 402-4386 ; CP#: (0967) 770-9932 ; (0905) 738-8950,"HINCH BLDG. APACIBLE COR. P CANLAPAN ST. BRGY. 10, BATANGAS",REGION IV-A,BATANGAS,BATANGAS CITY,,12931
DLR MEDICAL CLINIC & DIAGNOSTIC CENTER,TEL.#: (043)419-0025; CP: 0917-5033708 ,"AFACIBLE ST. POBLACION 2 CALATAGAN, BATANGAS",REGION IV-A,BATANGAS,CALATAGAN,,"10872
"
DLR MEDICAL CLINIC & DIAGNOSTIC CENTER-BALAYAN,TEL. #: (043)407-3830 ; CP: 0917-6502790,"FRATERNIDAD ST., BRGY. 12, BALAYAN, BATANGAS",REGION IV-A,BATANGAS,BALAYAN,,12776
FAIRMED INDUSTRIAL N WELLNESS CLINIC CORP.      ,CP NO.:  09383888882/09263875727,PITOGO BLDG MAIN ROAD SAN PIOQUINTO MALVAR BATANGAS 4233,REGION IV-A,BATANGAS,MALVAR,,12999
FAMCARE MEDICAL CLINIC (A.K.A DES CARINGAL MEDICAL CLINIC),"TEL.#: (043) 300-1167, CP: (0975) 898-1843","2ND FLR. BLISS BLDG. C RIZAL AVE. POS. 3, BATANGAS CITY",REGION IV-A,BATANGAS,BATANGAS CITY,,13616
FMC RENALCARE CORP - BATANGAS BRANCH,TEL.#: (043) 727-5139 ; CP: 0917-8648055,"2ND FLR BATS HEALTHCARE SPECIALISTS MEDICAL CENTER PORT DIVERSION ROAD ALANGILAN, BATANGAS",REGION IV-A,BATANGAS,BATANGAS CITY,,12979
FMC RENALCARE CORP - ROSARIO BRANCH,CP: 0917-8095650; 0917-8012834,"G/F MEDICAL EXPERTS BLDG., ROSARIO ROAD BRGY. SAN ROQUE ROSARIO CITY, BATANGAS",REGION IV-A,BATANGAS,BATANGAS CITY,,12978
FMC RENALCARE CORP - STO. TOMAS BRANCH,CP: 0956-0584467,"2ND FLOOR SMP SQUARE BLDG. MAHARLIKA HIGHWAY SAN RAFAEL, BATANGAS",REGION IV-A,BATANGAS,BATANGAS CITY,,12980
"HEMOTEK RENAL CENTER, INC. -STO. ROSARIO BRANCH",TEL.#: (043) 781-1733 ; 0908-8666391,"2ND FLOOR, STO. ROSARIO HOSPITAL, V. ESCANO ST. CORNER G. RECTO ST., POBLACION C. BATANGAS",REGION IV-A,BATANGAS,ROSARIO,,13081
HI-PHYSIO PHYSICAL THERAPY CLINIC-BATANGAS BRANCH,CP#: (0917) 523-2244,ROOM 106 GROUND FLOOR ZENS BUILDING J.P. LAUREL HIGHWAY BALINTAWAK 4217 LIPA CITY BATANGAS PHILIPPINES,REGION IV-A,BATANGAS,LIPA,,13808
"HI-PRECISION DIAGNOSTICS PLUS (LIPA DIAGNOSTICS, INC)",CP.#: 0923-023-2813; 0917-7004552,ANFA BUILDING J.M. KATIGBAK MATAAS NA LUPA LIPA BATANGAS 4217,REGION IV-A,BATANGAS,LIPA,,12910
HPD CLINICAL LABORATORIES INC.- BATANGAS (HI-PRECISION DIAGNOSTICS-BATANGAS BRANCH),TEL.# (043) 740-8824 ; CP: 0933-8259509/ 0917-502-6776 Email: hpbatangas@hi-precision.com.ph,"MEDICAL EXPERT BUILDING, NATIONAL ROAD, BRGY. SAN ROQUE BATANGAS",REGION IV-A,BATANGAS,SANTO TOMAS,,11688
IMMANUEL DIAGNOSTIC & DRUG TESTING LABORATORY,TEL.#: (043)416-0483 ; CP: 0905-2715856 ; 0923-1934695,"J.P. LAUREL ST., NASUGBU, BATANGAS",REGION IV-A,BATANGAS,NASUGBU,,11414
MARY MEDIATRIX MEDICAL CENTER OUT PATIENT SATELLITE SERVICES,TEL: (043)773-6800 LOC. 3240 ; (043)781-6497,POBLACION IBAAN BATANGAS ,REGION IV-A,BATANGAS,IBAAN,,12958
MD LINK HEALTHCARE INC.,TEL.#: (043)784-8484  CP: (0922)828-0357 ; 0917-7002993,"G/F ROBINSONS PLACE LIPA, J.P. LAUREL HIGHWAY, LIPA, BATANGAS",REGION IV-A,BATANGAS,LIPA,,10978
MEDCITY DIAGNOSTIC AND MEDICAL CENTER OPC ,TEL.#: (043) 349-5516 CP.#: (0998) 573-4916 EMAIL: HMODEPT.MEDCITY@GMAIL.COM,1 DAD COMMERCIAL CENTER DANDAN ST. BARANGAY 2 (POB.) 4200 BATANGAS CITY (CAPITAL) BATANGAS,REGION IV-A,BATANGAS,BATANGAS CITY,,14016
MEDICAL HEALTH EXPERTS AND ASSOCIATES INC. (A.K.A MEDICAL HEALTH EXPERTS DIAGNOSTICS & CLINIC),CP#: (0926)0391022 ; 0921-7514550,"MEDICAL HEALTH EXPERTS BLDG. NATIONAL ROAD BRGY. SAN ROQUE, ROSARIO, BATANGAS 4225",REGION IV-A,BATANGAS,ROSARIO,,12859
NEPHROLOGY CENTER BATANGAS,TEL.#: (043) 406-2779 ; (043) 406-2746 ; CP#: (0948) 264-4998,"URBANO MOJARES JR. BLDG., NATIONAL HI-WAY, BRGY. ALANGILAN, BATANGAS",REGION IV-A,BATANGAS,BATANGAS CITY,,11186
PAC MED MEDICAL AND DIAGNOSTIC CENTER,CP#: 0921-4252499 / 0917-1579368   ,"STA. ANASTACIA, STO. TOMAS, BATANGAS",REGION IV-A,BATANGAS,BATANGAS CITY,,12827
"PIONEER CLINICAL LABORATORY & MEDICAL CLINIC, INC.","TEL. #: (043) 723-0089, 723-6611,HMO 722-1485,723-1706, 723-9793","PCLI BLDG., NO.1 P. NOBLE ST., BRGY.10, BATANGAS",REGION IV-A,BATANGAS,BATANGAS CITY,,11056
"SHALOM MEDICAL DIAGNOSTIC LABORATORY, INC.",TELEFAX: (043)980 5714 ; (043)786 1798 ; CP.#: 0917-8806208 ;  0917-515-8240,"ZENAIDA ARCADE, M.H. DEL PILAR ST.,BRGY. 2, BATANGAS, BATANGAS ",REGION IV-A,BATANGAS,SANTO TOMAS,,13031
SIERRA MAKILING HEALTH CORPORATION (A.K.A SIERM EYE CENTER),TEL. #: (043)741-5684; CP: 0915-0713094; 0922-8655172,"SIERRA MAKILING BLDG., KM 61, SAN ANTONIO, STO. TOMAS, BATANGAS",REGION IV-A,BATANGAS,SANTO TOMAS,,12794
ST. ELSEWHERE MEDICAL & DIAGNOSTIC CLINIC - BATANGAS,TEL: (043)784-4759 ; CP: 0942-279-8268,"2ND FLOOR SONROSE BLDG., BRGY. STA. ANASTACIA, STO. TOMAS",REGION IV-A,BATANGAS,SANTO TOMAS,,11645
"ST. JOSEPH HEALTHCARE, INC.",TEL. #: (043)757-4675 ; CP#: 0917-1367258,"2/F LIPA COMMERCIAL CENTER, A. MABINI COR. E. MAYO & P. TORRES STS. BRGY. 5 LIPA 4217 BATANGAS",REGION IV-A,BATANGAS,LIPA,,12608
STANMED DIAGNOSTIC AND MEDICAL CLINIC,"TEL.#: (043) 741-6463 ; CP#: (0933) 514-5109, (0967) 405-4577","POBLACION BRGY. III SAN JOSE, BATANGAS",REGION IV-A,BATANGAS,BATANGAS CITY,,12826
"TANAUAN MEDICAL CENTER, INC. (A.K.A C.P REYES SATELLITE CLINIC)",TEL. #: (043)741-4294; CP: 0922-8613501,"BRGY., SANTIAGO MALVAR, BATANGAS",REGION IV-A,BATANGAS,MALVAR,,12777
THE MEDICAL CITY-LIPA CLINIC,TEL.#: (043)784-0280 ; (043) 981-1987 ; MANILA LINE: 8-584-4093 CP: (0922) 4859487 ; Email: tmclipa@themedicalcity.com,G/F SM CITY LIPA AYALA HI-WAY LIPA,REGION IV-A,BATANGAS,LIPA,,10722
"ULINK MEDICAL AND DIAGNOSTIC CLINIC, INC.-BATANGAS",CP: (0969) 142-7461,GROUND FLOOR LAUREL HILL CENTER BRGY NATATAS TANAUAN CITY BATANGAS 4232,REGION IV-A,BATANGAS,TANAUAN,,13659
UNIMED DIAGNOSTIC CENTER CORP.-BATANGAS,TEL.#: (043)7263835 CP.#: 0939-9953761,"99 MAHARLIKA HIGHWAY, BRGY SAN RAFAEL STO. TOMAS BATANGAS",REGION IV-A,BATANGAS,SANTO TOMAS,,12894
WELLZONE DIAGNOSTIC & SPECIALTY CLINIC,TEL.#: (043) 321-8830 ; CP: 0965 400 6524,"A. BONIFACIO ST. BAGONG SIKAT, LEMERY, BATANGAS",REGION IV-A,BATANGAS,LEMERY,,"
10871"
ACC PHYSICAL THERAPY - BACOOR,TEL.#: (046) 416-7479 ; CP: (0922) 370-3305,GPI BLDG. TIRONA HI-WAY HABAY 1 BACOOR CAVITE 4102,REGION IV-A,CAVITE,BACOOR,,12890
ACC PHYSICAL THERAPY - IMUS,TEL.#: (046)440-5122 ; CP#: 0932-4531343,"UNIT A LGF ALIVIA, COMM'L CMPLX AGUINALDO HIWAY ANABU I-E IMUS CITY, CAVITE 4103",REGION IV-A,CAVITE,IMUS,,12619
ACC PHYSICAL THERAPY CLINIC - CAVITE CITY ,TEL.#: (046)484-8604; CP: (0933)344-5095,"MEDICAL ARTS COMPOUND, BAUTISTA HOSPITAL, P. BURGOS AVE., CARIDAD, CAVITE CITY",REGION IV-A,CAVITE,CAVITE CITY,,12617
ACC PHYSICAL THERAPY CLINIC - NOVELETA (MAIN),TEL.#: (046)438-8303; CP: (0933)977-3920,"UNIT B ROMA  BLDG., MAGDIWANG HIGHWAY, NOVELETA, CAVITE 1405",REGION IV-A,CAVITE,NOVELETA,,11192
ACTIVE HEARING CENTER (EPHPHATHA INC.) -BACOOR BRANCH,CP: 0977-2177770,"INSIDE WELL POINT CLINIC BASEMENT, SM CITY BACOOR CAVITE",REGION IV-A,CAVITE,BACOOR,,12791
ASIA MEDIC DIAGNOSTIC & SPECIALTY CENTER INC. ,TEL.#: (046) 472-1320 MANILA LINE: 514-4142; CP: 0927-7793756 EMAIL: ASIA_MEDIC@YAHOO.COM,"E. AGUINALDO HIGHWAY, ANABU-II, IMUS, CAVITE",REGION IV-A,CAVITE,IMUS,,11360
"ASIA RENAL CARE PHILIPPINES, INC.- DELA SALLE",Tel.#:046.9883100 LOC 1048; (046) 416 - 5840 Telefax: (046)416-5840 CP: 0917-5927913 EMAIL: Nephrocare.DLSUCavite@fmc-asia.com,"3/F 1st BLDG. DELA SALLE UNIV. MEDICAL CENTER, DASMARIÑAS, CAVITE",REGION IV-A,CAVITE,DASMARIÑAS,,12426
BIOHEALTH MEDICAL CLINIC AND DIAGNOSTICS CORP.,TEL. #: (046) 432-3288; CP: 0933-8200566 ; Manila Line: 8-788-4239,"GEN. TRIAS DR. TEJERO'S CONVENTION ROSARIO, CAVITE",REGION IV-A,CAVITE,ROSARIO,,12639
"BROOKSIDE CLINICS & WELLNESS CENTER, INC.",TEL.#: (046) 402-1858 ; CP: (0977) 811-8125 ; (0933) 873-7870 EMAIL: brooksideclinics@gmail.com,"2/F VELAMART BLDG., BROOKSIDE LANE, BRGY. SAN FRANCISCO, GEN. TRIAS, CAVITE",REGION IV-A,CAVITE,GENERAL TRIAS,,11282
"CAVITE DIAGNOSTIC STROKE CARE CENTER, INC.",TEL.#: (046) 504-8113 ; CP: (0931) 148-2207 Email: cdscc_hmo@yahoo.com,"A. SORIANO HI-WAY, POBLACION TANZA CAVITE",REGION IV-A,CAVITE,TANZA,,11600
CENTER FOR HEALTH SERVICES (CHSI) INC,TEL. #: (046) 412-2767 ; CP #: 09177014427,UNIT 1 3RD FLR. BLK 2/A LOT 23 BROOKESIDE LANE. BRGY. SAN FRANCISCO GENERAL TRIAS CAVITE 4107,REGION IV-A,CAVITE,GENERAL TRIAS,,13062
CENTRALLE MEDICAL DIAGNOSTICS & POLYCLINIC INC.-CAVITE,TEL#: (046)402-0258; CP: (0932)798-2652; 0910-3201720,"NUENO AVE., TANZANG LUMA I, IMUS CAVITE",REGION IV-A,CAVITE,IMUS,,11144
FAST REHAB CARE CO (COMPREHENSIVE SPORTS CARE AND INJURIES AND REHABILITATION CLINIC)          ,CP.#: 0917-8497772; 0919-0696768,ME 05 ARCONTICA VILLAGE 3240 GEN AGUINALDO HIGWAY SALITRAN 2 DASMARINAS CITY CAVITE 4114,REGION IV-A,CAVITE,DASMARIÑAS,,12916
FIRST CARE MEDICAL CLINIC-GEN. TRIAS,TEL.#: NURSE STATION: (046) 476-0164 ; (046) 520-0324  ; CP: (0927) 783-3406  ,"130 CM DELOS REYES ST. GOVERNOR DRIVE MANGGAHAN, GEN. TRIAS, CAVITE",REGION IV-A,CAVITE,GENERAL TRIAS,,12637
FIRST CARE MEDICAL CLINIC-ROSARIO,TEL.#: (046) 440-0949 ; (046) 456-5872 ; CP: (0927) 783-3406 ,"UNITS 1 & 2 IJF BUILDING STA. LUCIA DRIVE, COSTA VERDE, ROSARIO CAVITE",REGION IV-A,CAVITE,ROSARIO,,10671
GENCARE MEDICAL AND LABORATORY SERVICES,TEL. (046) 413-1729; (046) 509-0191,"36 C.M. DELOS REYES ST, BRGY. MANGGAHAN GENERAL TRIAS, CAVITE 4107",REGION IV-A,CAVITE,GENERAL TRIAS,,13032
GIRON-TOLEDO PHYSICAL THERAPY CLINIC ,CP: (0917) 303-4288; (0915) 708-7681,326 J.P. RIZAL ST BRGY TUBUAN II SILANG CAVITE ,REGION IV-A,CAVITE,SILANG,,13638
"GLOBAL MD HEALTHCARE SYSTEMS, INC. ","CP: (0928) 518-4434, (0960) 908-6760","G/F GF-12A TO 17 CENTRAL MALL SALITRAN II 1414 CITY OF DASMARINAS, CAVITE ",REGION IV-A,CAVITE,DASMARIÑAS,,13675
GLOBALIFE MEDICAL LABORATORY & POLYCLINIC,TEL.#:  (046) 489-1607 ; (046) 431-0733 Mobile: (0915) 348-3286,9012 JASMIN ST. DE ROMAN SUBD. DAANG AMAYA II TANZA CAVITE,REGION IV-A,CAVITE,TANZA,,13971
HEALTH INDEX MEDICAL CLINIC,TEL NO: (046) 471-0996 CP: 0918-5250881; 0923-7414270,"02 MALINIS COMPOUND, BRGY., MAMBOG 1, BACOOR CAVITE",REGION IV-A,CAVITE,BACOOR,,11569
HEALTHMED SPECIALIST MULTI-SPECIALTY CLINIC AND DIAGNOSTIC CENTER CORP.,TEL.#: (046) 416-7208 ; CP: (0999) 410-7907,G-F MPH BLDG. INDANG TRECE ROAD BRGY. LUCIANO TRECE MARTIRES CITY,REGION IV-A,CAVITE,TRECE MARTIRES,,11453
HEALTHWEALTH MEDICAL SPECIALIST CO.,TEL.#: (046)423-9825 ; CP: (0919)3803471 ; (0906) 478-4215 EMAIL: HEALTHWEALTHMEDICALSPECIALIST@YAHOO.COM,"G/F UNIT 106 RETAIL 3 BLDG. THE SQUARE LANCASTER NEW CITY, IMUS CAVITE ",REGION IV-A,CAVITE,IMUS,,11264
"HEMOTEK RENAL CENTER, INC- CAVITE",TEL. #: (046) 402-3667 / 0939-9480026,"RJVA BLDG. SAMPALOC 1, AGUINALDO HIGHWAY PALA PALA, DASMARIÑAS, CAVITE",REGION IV-A,CAVITE,DASMARIÑAS,,11577
"HEMOTEK RENAL CENTER, INC. -BACOOR BRANCH",TEL. #: (046) 795-5381; CP: 0977-2953303,"2ND FLOOR, BACOOR DOCTORS MEDICAL CENTER, MOLINO BLVD., BRGY. BAYANAN, BACOOR CAVITE",REGION IV-A,CAVITE,BACOOR,,12641
"HEMOTEK RENAL CENTER, INC. -PANAPAAN IV  BRANCH",TEL.#: (046) 431-9925 ; 0908-8666389,FYNN BLDG AGUINALDO HI-WAY PANAPAAN IV BACOOR CAVITE 4102 ,REGION IV-A,CAVITE,BACOOR,,13078
HERNANDO AND IJIRAN CORPORATION (A.K.A. HI-PHYSIO PHYSICAL THERAPY CLINIC-TRECE MARTIRES BRANCH),CP#: (0919) 0628873 ; (0932) 5682725 EMAIL ADDRESS : HIPHYSIOTRECE@GMAIL.COM ,UNIT NO GFL-3 BOOCHICO HOLDING INC BLDG GOVERNORS DRIVE SAN AGUSTIN (POB) 4109 TRECE MARTIRES CITY (CAPITAL) CAVITE,REGION IV-A,CAVITE,TRECE MARTIRES,,13813
HI-CARE DIAGNOSTIC CENTER,TEL. #: (046) 402-0746 ; CP: (0997) 679-143,"UNIT 207 JC LEONIE BLDG., B1 L3 MAGUYAM ROAD, SILANG, CAVITE 4118",REGION IV-A,CAVITE,SILANG,,13067
HI-PHYSIO PHYSICAL THERAPY CLINIC,CP: (0917) 5232244 ; (0917) 572-2244 ,"PASEO A - UNIT 4-A2 PASEO DE BACOOR BACOOR BLVD. MOLINO III BACOOR, CAVITE 4102",REGION IV-A,CAVITE,BACOOR,,13130
HI-PRECISION DIAGNOSTICS-DASMARIÑAS,CP: 0917-8001791,"LOT  4-A AGUINALDO HIGHWAY, PASONG TALA, ZONE 4, DASMARINAS, CAVITE CITY ",REGION IV-A,CAVITE,DASMARIÑAS,,13037
"HMC, INC. (A.K.A HEALTHWAY MEDICAL-IMUS BRANCH)",TEL. #: (043) 723-3362 CP#: (0998) 539-5377 EMAIL ADDRESS: TDI@HEALTHWAY.COM.PH ,2F 208-209 AYALA MALLS THE DISTRICT IMUS EMILIO AGUINALDO HIGHWAY ANABU II-D IMUS CAVITE PHILIPPINES,REGION IV-A,CAVITE,IMUS,,13798
HPD CLINICAL LABORATORIES INC. - KAWIT,"Tel. No: (046) 437-1066, (046) 423-4075; Mobile No. 0917-6343240 and 0933-8259507; E-mail Address: guiareyes@hi-precision.com.ph; hpkawit@hi-precision.com.ph","UNIT 101, V. CENTRAL MALL, CENTENIAL ROAD, MAGDALO PUTOL, KAWIT, CAVITE",REGION IV-A,CAVITE,KAWIT,,12485
HPD CLINICAL LABORATORIES INC. -BACOOR,Tel. No.: (046) 440- 0657; Mobile No. 09338193884 / 09177138420 Mobile No: 0917 7138420(RT-PCR); E-mail address: hpbacoor@hi-precision.com.ph | pcr.bacoor@hi-precision.com.ph,"EVY COMEMRCIAL BLDG., GEN. EMILIO AGUINALDO HIGHWAY, BRGY. PANAPAAN IV, BACOOR, CAVITE",REGION IV-A,CAVITE,BACOOR,,12640
IDOC AMBULATORY EYE CARE CLINIC,TEL.#: (046) 516-1258 ; 0917-1370539,20/20 BLDG. 240 SORIANO HIWAY DAANG AMAYA 3 TANZA CAVITE 4108 ,REGION IV-A,CAVITE,TANZA,,13095
JANCOR DIAGNOSTICS & MEDICAL INC. (OPD ONLY),TEL.NO.: (046) 432-3977; (046) 683-6792,"JANCOR BLDG., BLOCK 22 LOT 43 MAIN STREET, COSTA VERDE SUBD., ROSARIO, CAVITE",REGION IV-A,CAVITE,ROSARIO,,11669
JARO MEDICAL AND DIAGNOSTIC CENTER,"TEL.# (046) 890-4872, CP: (0926) 068-1092",KM. 27 AGUINALDO HIGHWAY SALITRAN I DASMARINAS CITY CAVITE,REGION IV-A,CAVITE,DASMARIÑAS,,13111
K-MATTERS TAGUIG DIALYSIS & DIAGNOSTIC CENTER CO.  (DASMARIÑAS BRANCH),"TEL.#: (046)686-0450 ; CP: (0921)5779166, (0926)0382171","UNIT CENTURY COMM'L COMPLEX 3 MOLINO - PALIPARAN RD. SALAWAG DASMARINAS CITY, CAVITE",REGION IV-A,CAVITE,DASMARIÑAS,,12678
M.V. SANTIAGO MEDICAL AND DIAGNOSTIC CENTER,TEL.#: (046) 512-9723 ; CP: (0916) 361-5278 ," A. LUNA ST. BRGY. POBLACION 3, INDANG CITY, CAVITE",REGION IV-A,CAVITE,INDANG,,12808
MANILA HEARING AID - DASMARIÑAS ,TEL: (046) 416-1932; CP#: 0925-867-2014,"UNIT C-053 LOWER G/F SM CITY GOVERNOR'S DRIVE, DASMARIÑAS, CAVITE",REGION IV-A,CAVITE,DASMARIÑAS,,11877
MANUEL V. SANTIAGO MED CTR & ORTHOPEDIC HOSPTL INC,TEL.#: (046) 443-9445; CP: (0927) 589-0518,"P7 S12 L2/3BROOKSIDE LANE BRGY SAN FRANCISCO GEN. TRIAS CITY, CAVITE",REGION IV-A,CAVITE,GENERAL TRIAS,,12954
MAXIHEALTH DIAGNOSTIC AND MEDICAL GROUP INC. (FORMERLY OCCUMEDICA HEALTH CARE SYSTEM CORP.-CAVITE),TEL.#: (046) 430-3456 ; MANILA LINE: (02) 8-330-4173 ; CP: (0932) 871-3410,"1045 ME GOVERNOR DRIVE, BRGY. MADUYA, CARMONA, CAVITE",REGION IV-A,CAVITE,CARMONA,,11090
NEW WORLD DIAGNOSTICS INC. (TAGAYTAY BRANCH) ,TEL.#: 8790-8888 EMAIL: TAGAYTAY@NWDI.COM.PH,"BLDG. 2 PETROCHEMICAL BLDG., TAGAYTAY-NASUGBU HI-WA MAHARLIKA WEST 4120 TAGAYTAY CITY CAVITE",REGION IV-A,CAVITE,TAGAYTAY,,14056
NONATO MULTI-SPECIALTY CLINIC INC,"TEL.#: (046)419-2839, 419-0184; CP: (0909)484-7989","TRECE-INDANG ROAD, BRGY. LUCIANO, TRECE MARTIRES, CAVITE",REGION IV-A,CAVITE,TRECE MARTIRES,,11385
"PHILIPPINE ONCOLOGY CENTER CORPORATION-DASMA, CAVITE",TEL.#: (046) 416-0686; M: 0917-6327754,"RADIATION THERAPY CENTER INSIDE DE LA SALLE UNIVERSITY MEDICAL CENTER IN FRONT EMERGENCY ROOM BESIDE JOSE SOTTO TANTIANSU BLDG. BUROL, DASMARIÑAS, CAVITE",REGION IV-A,CAVITE,DASMARIÑAS,,12770
PRIMACARE MEDICAL LABORATORY AND POLYCLINIC-DASMARIÑAS,TEL.#: (046)489-9195 / CP#: 0949-3252055 ; 0927-4516908 EMAIL: OPERATIONMANAGER.PRIMACARE@GMAIL.COM; DASMAPRIMACARE@YAHOO.COM,"#2 GOV. DRIVE LANGKAAN 2 , DASMARIÑAS, CAVITE",REGION IV-A,CAVITE,DASMARIÑAS,,12671
PRIMACARE MEDICAL LABORATORY AND POLYCLINIC-ROSARIO,TEL.#: (046)437-6628 / 437-8860 / CP#: 0949-3252055 ; 0927-4516908 EMAIL: PRIMACAREMEDICALCLINIC@YAHOO.COM,"ROSARIO COMM`L CENTER, GEN. TRIAS DRIVE, DR., TEJ. CONV., TEJERO, ROSARIO, CAVITE 4106",REGION IV-A,CAVITE,ROSARIO,,12450
PROACTIV PHYSICAL THERAPY CLINIC ,"CP: (0927) 704-8143, (0921) 605-3471",P10 B50 L19 WELLINGTON PLACE PASONG CAMACHILE II GENERAL TRIAS CAVITE 4107,REGION IV-A,CAVITE,GENERAL TRIAS,,13562
"PROSER HEALTH SERVICES, INC. (THE MEDICAL CITY CLINICS - BACOOR BRANCH)",TEL.#: MANILA LINE 8-396-9899 ; CP#: (0927) 051-3320,UNIT 006-007 G/F WALTERMART BACOOR MOLINO BLVD MAMBOG IV 4102 BACOOR CAVITE,REGION IV-A,CAVITE,BACOOR,,13933
PT PRO WELLNESS OPC ,CP.#: (0917) 158-4487 EMAIL: PT.PROWELLNESSCARMONA@GMAIL.COM,UNIT 19 PASEO DE CARMONA MADUYA 4116 CARMONA CAVITE ,REGION IV-A,CAVITE,CARMONA,,14017
PUREHEALTH DIAGNOSTIC INC. ,TEL.#: (046) 424-7680 ; CP: (0995) 028-1611 EMAIL: PUREHEALTHDIAGNOSTIC01@GMAIL.COM,BLK 4 LOT 4 VILLA MARIA SUBD. MOLINO III BACOOR CITY CAVITE 4102,REGION IV-A,CAVITE,BACOOR,,14020
RAMOS-PARRA MEDICAL & DIAGNOSTIC CENTER , TEL.#:  (046) 484-0128 CP: (0997) 603-9377 ; (0917) 149-8670,ILANO CMPD. CONGRESSIONAL AVE. BRGY. H2 DASMARINAS CITY CAVITE 4114,REGION IV-A,CAVITE,DASMARIÑAS,,14082
REABILITY PHYSICAL THERAPY CLINIC ,CP.#: (0977) 641-3031 EMAIL: REABILITY.IMUS@GMAIL.COM,EMILIO AGUINALDO HIGHWAY TANZANG LUMA VI 4103 IMUS CAVITE,REGION IV-A,CAVITE,IMUS,,14018
REABILITY PHYSICAL THERAPY CLINIC ,CP: (0927) 744-3027,UNIT 1B/ 1ST FLOOR SAQUI BUILDING TEJERO 2471 TEJERO 4107 GENERAL TRIAS CAVITE ,REGION IV-A,CAVITE,GENERAL TRIAS,,13655
RGO LABORATORY & INDUSTRIAL DIAGNOSTIC CENTER INC.,TEL#:  8-935-7958 ; CP#: 09171900759,"BLK 1 LOT 103B, 104 & 205 H SQUARE BRGY BACAO II GENERAL TRIAS CAVITE 4107",REGION IV-A,CAVITE,GENERAL TRIAS,,13020
